id_empresa;codigo_provincia_2015;provincia_2015;codigo_provincia_2014;provincia_2014;codigo_provincia_2013;provincia_2013;codigo_provincia_2012;provincia_2012;codigo_canton_2015;canton_2015;codigo_canton_2014;canton_2014;codigo_canton_2013;canton_2013;codigo_canton_2012;canton_2012;empleados2015;empleados2014;empleados2013;empleados2012;emp_hombres_2015;emp_hombres_2014;emp_hombres_2013;emp_hombres_2012;emp_mujeres_2015;emp_mujeres_2014;emp_mujeres_2013;emp_mujeres_2012;ventas_totales2015;ventas_totales2014;ventas_totales2013;ventas_totales2012;id_nuevo
13582534017;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;0;23;32;32;0;13;19;18;0;10;13;14;0;0;0;365480;13582534017
13582673017;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;9;10;10;10;3;3;3;3;6;7;7;7;150898;159555;223625;183674;13582673017
13582772015;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;0;13;13;13;0;4;4;4;0;9;9;9;0;239764;235080;246407;13582772015
13582803018;21;Sucumbíos     ;21;Sucumbíos     ;21;Sucumbíos     ;21;Sucumbíos     ;2101;Lago Agrio    ;2101;Lago Agrio    ;2101;Lago Agrio    ;2101;Lago Agrio    ;0;28;27;26;0;17;17;18;0;11;10;8;0;426433;624763;589637;13582803018
13582862014;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;11;13;13;13;1;2;3;3;10;11;10;10;246586;228904;195445;174935;13582862014
13582885014;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;70;71;63;45;52;52;45;32;18;19;18;13;11056588;11067604;10480551;7970320;13582885014
13583065011;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;19;19;20;20;13;13;14;14;6;6;6;6;742818;765229;695479;659801;13583065011
13583114011;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;17;19;15;14;11;13;11;8;6;6;4;6;0;0;0;0;13583114011
13583180014;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;18;17;18;18;9;7;7;7;9;10;11;11;391131;378481;351406;334269;13583180014
13583320011;4;Carchi         ;4;Carchi         ;4;Carchi         ;4;Carchi         ;401;Tulcán       ;401;Tulcán       ;401;Tulcán       ;401;Tulcán       ;8;9;9;12;7;8;8;11;1;1;1;1;180830;361307;420192;435362;13583320011
13583386011;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;3;13;17;20;2;8;11;13;1;5;6;7;0;0;0;0;13583386011
13583558017;9;Guayas         ;9;Guayas         ;9;Guayas         ;9;Guayas         ;901;Guayaquil     ;901;Guayaquil     ;901;Guayaquil     ;901;Guayaquil     ;14;14;14;12;8;9;10;9;6;5;4;3;2309609;3211196;2459627;2288122;13583558017
13583560011;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;16;17;24;22;8;8;10;9;8;9;14;13;2836495;3125580;3236867;3023361;13583560011
13583584018;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;10;12;14;15;8;9;10;10;2;3;4;5;0;0;0;0;13583584018
13583592011;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;10;8;9;9;8;7;8;8;2;1;1;1;0;0;0;0;13583592011
13583628015;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;14;14;16;15;8;8;9;8;6;6;7;7;461772;466270;413501;410880;13583628015
13583930013;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;8;8;9;9;1;1;1;1;7;7;8;8;125740;0;0;125740;13583930013
13584703011;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;12;13;14;15;12;13;14;15;0;0;0;0;276041;253276;263600;398896;13584703011
13584756017;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;0;26;50;63;0;13;30;39;0;13;20;24;0;1359717;4242309;6841436;13584756017
13584757013;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;33;34;35;35;25;26;27;26;8;8;8;9;1262917;1283495;1202981;1027005;13584757013
13584795012;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;17;17;16;17;13;12;11;12;4;5;5;5;3172103;2774382;2843680;2882191;13584795012
13585061012;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;21;20;20;17;5;5;5;5;16;15;15;12;266021;307117;250377;262975;13585061012
13585192010;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;20;24;25;25;7;9;10;10;13;15;15;15;0;564974;597595;596914;13585192010
13585288017;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;0;0;6;19;0;0;4;14;0;0;2;5;118837;0;1914954;6628915;13585288017
13585449011;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;13;13;12;13;12;12;11;12;1;1;1;1;0;0;0;0;13585449011
13585477014;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;20;21;22;18;1;1;1;2;19;20;21;16;0;0;0;0;13585477014
13585580010;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;29;31;34;25;28;30;33;24;1;1;1;1;911038;1206437;2330822;1709043;13585580010
13585636015;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;23;23;22;21;17;18;16;15;6;5;6;6;895817;720758;902110;850513;13585636015
13585643011;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;14;14;16;15;6;6;6;4;8;8;10;11;0;0;0;0;13585643011
13585767012;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;19;18;18;21;6;5;4;6;13;13;14;15;1264294;1264509;1178941;1150641;13585767012
13585809017;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;16;17;18;19;6;7;9;10;10;10;9;9;0;0;0;0;13585809017
13585822013;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;26;32;31;33;18;22;20;21;8;10;11;12;554023;786868;606829;767995;13585822013
13586133017;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;10;9;9;10;6;4;5;6;4;5;4;4;158900;120271;126282;111043;13586133017
13586299012;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;13;14;14;15;12;13;13;13;1;1;1;2;0;0;0;0;13586299012
13586474019;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;21;22;21;20;11;12;13;12;10;10;8;8;3515912;3862342;3915300;3401873;13586474019
13586499011;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;9;8;7;11;3;3;3;5;6;5;4;6;0;0;108437;0;13586499011
13586822017;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;24;32;38;53;18;22;26;35;6;10;12;18;4326771;5339753;5973648;7028851;13586822017
13586866014;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;19;18;17;14;9;8;8;7;10;10;9;7;0;0;0;0;13586866014
13586937019;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;20;20;21;20;0;1;1;0;20;19;20;20;0;0;0;0;13586937019
13587048013;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;16;16;14;13;2;2;2;1;14;14;12;12;0;0;0;0;13587048013
13587395015;14;Morona Santiago;14;Morona Santiago;14;Morona Santiago;14;Morona Santiago;1401;Morona        ;1401;Morona        ;1401;Morona        ;1401;Morona        ;16;19;21;18;7;9;9;11;9;10;12;7;844526;1121622;1375059;1478481;13587395015
13587529011;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;10;11;13;14;9;9;11;12;1;2;2;2;0;0;0;0;13587529011
13587536018;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;14;14;13;17;3;4;3;4;11;10;10;13;0;0;0;0;13587536018
13587564011;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;55;58;61;61;5;7;7;8;50;51;54;53;935100;957131;934924;794057;13587564011
13587767010;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;33;32;30;34;2;2;3;4;31;30;27;30;1001125;909577;764796;702936;13587767010
13587776019;9;Guayas         ;9;Guayas         ;9;Guayas         ;9;Guayas         ;901;Guayaquil     ;901;Guayaquil     ;901;Guayaquil     ;901;Guayaquil     ;7;6;7;5;5;4;5;4;2;2;2;1;0;106212;119212;143133;13587776019
13588018011;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;0;0;6;15;0;0;4;11;0;0;2;4;0;0;1147524;4600790;13588018011
13588147015;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;9;9;11;11;4;4;7;7;5;5;4;4;0;0;0;0;13588147015
13588202016;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;40;36;38;38;30;26;28;29;10;10;10;9;1493378;1502873;1389987;1274976;13588202016
13588249012;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;10;14;8;10;10;13;7;8;0;1;1;2;87030;1321332;2146630;2014672;13588249012
13588334010;18;Tungurahua     ;18;Tungurahua     ;18;Tungurahua     ;18;Tungurahua     ;1801;Ambato        ;1801;Ambato        ;1801;Ambato        ;1801;Ambato        ;0;12;15;17;0;10;13;15;0;2;2;2;0;76698;119597;276054;13588334010
13588514018;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;17;18;18;18;14;15;15;15;3;3;3;3;1251882;1660083;1620538;1162292;13588514018
13588776012;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;47;44;38;35;36;35;30;28;11;9;8;7;1529328;2040391;1525270;1530460;13588776012
13588996012;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;38;41;35;35;12;10;7;7;26;31;28;28;2110299;2102961;1692764;1317325;13588996012
13589147019;4;Carchi         ;4;Carchi         ;4;Carchi         ;4;Carchi         ;405;Montúfar     ;405;Montúfar     ;405;Montúfar     ;405;Montúfar     ;15;0;12;15;9;0;7;8;6;0;5;7;3819696;0;3309655;3807219;13589147019
13589191018;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;105;Paute         ;105;Paute         ;105;Paute         ;105;Paute         ;0;0;4;4;0;0;3;3;0;0;1;1;72000;134091;2415253;2725775;13589191018
13589292019;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;13;13;13;10;7;8;8;6;6;5;5;4;271820;309637;302924;282840;13589292019
13589377014;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;12;11;10;9;8;7;6;7;4;4;4;2;0;0;0;0;13589377014
13589589011;3;Cañar         ;3;Cañar         ;3;Cañar         ;3;Cañar         ;304;La Troncal    ;304;La Troncal    ;304;La Troncal    ;304;La Troncal    ;6;6;6;5;6;6;6;5;0;0;0;0;0;0;0;0;13589589011
13589632014;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;17;14;14;13;10;7;8;7;7;7;6;6;2230150;2446001;2462741;2263434;13589632014
13589753016;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;11;12;13;11;5;6;7;6;6;6;6;5;0;0;0;0;13589753016
13589760012;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;6;7;7;6;1;1;1;1;5;6;6;5;0;0;0;0;13589760012
13589850011;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;38;37;37;34;15;15;15;13;23;22;22;21;1281825;1275572;1120053;770145;13589850011
13589952019;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;3;4;7;6;2;2;2;2;1;2;5;4;163032;219285;217315;214351;13589952019
13590155017;3;Cañar         ;3;Cañar         ;3;Cañar         ;3;Cañar         ;301;Azogues       ;301;Azogues       ;301;Azogues       ;301;Azogues       ;12;12;13;13;4;3;4;3;8;9;9;10;350045;304735;255891;237820;13590155017
13590275012;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;18;16;14;13;9;8;7;6;9;8;7;7;2649285;2733895;2275952;2324003;13590275012
13590340019;17;Pichincha      ;17;Pichincha      ;17;Pichincha      ;17;Pichincha      ;1701;Quito         ;1701;Quito         ;1701;Quito         ;1701;Quito         ;32;32;34;36;28;28;29;30;4;4;5;6;313191;318978;235723;279814;13590340019
13590534018;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;102;Girón        ;102;Girón        ;102;Girón        ;102;Girón        ;7;10;11;12;5;8;9;10;2;2;2;2;533753;1026801;1672038;1698782;13590534018
13590561015;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;44;47;41;35;22;24;22;20;22;23;19;15;1415783;1305641;983035;741505;13590561015
13590577019;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;21;20;19;17;9;9;8;8;12;11;11;9;5780600;6890475;4513166;4560253;13590577019
13590719018;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;11;12;10;10;5;6;6;6;6;6;4;4;4851185;4722333;4509168;2719258;13590719018
13590933010;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;18;21;22;21;7;8;7;6;11;13;15;15;4924806;3614515;3744676;2882080;13590933010
13591028019;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;21;17;17;17;13;12;12;12;8;5;5;5;3848821;3849266;2782574;2853296;13591028019
13591196019;18;Tungurahua     ;18;Tungurahua     ;18;Tungurahua     ;18;Tungurahua     ;1801;Ambato        ;1801;Ambato        ;1801;Ambato        ;1801;Ambato        ;15;19;20;17;10;14;16;13;5;5;4;4;403721;402716;581481;0;13591196019
13591212014;23;Santo Domingo d;23;Santo Domingo d;23;Santo Domingo d;23;Santo Domingo d;2301;Santo Domingo ;2301;Santo Domingo ;2301;Santo Domingo ;2301;Santo Domingo ;42;40;33;30;28;25;21;19;14;15;12;11;1006350;1102626;519872;333236;13591212014
13591255015;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;13;11;10;9;4;4;4;3;9;7;6;6;178102;135099;220055;172153;13591255015
13591291011;1;Azuay          ;1;Azuay          ;1;Azuay          ;9;Guayas         ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;901;Guayaquil     ;0;0;2;73;0;0;1;48;0;0;1;25;0;0;0;7136800;13591291011
13591300011;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;10;9;10;9;7;5;6;6;3;4;4;3;224667;411785;444786;517549;13591300011
13591399017;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;15;11;10;11;9;7;7;7;6;4;3;4;3754745;3265457;3505612;3379760;13591399017
13591449014;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;16;30;31;33;10;19;22;24;6;11;9;9;5694;385872;717286;512034;13591449014
13591568013;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;1;13;15;6;1;8;12;6;0;5;3;0;0;151226;0;0;13591568013
13591850011;3;Cañar         ;3;Cañar         ;3;Cañar         ;3;Cañar         ;301;Azogues       ;301;Azogues       ;301;Azogues       ;301;Azogues       ;11;10;11;12;4;5;5;5;7;5;6;7;0;0;0;0;13591850011
13591966019;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;12;15;17;16;9;12;14;13;3;3;3;3;0;0;0;0;13591966019
13592040012;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;103;Gualaceo      ;103;Gualaceo      ;103;Gualaceo      ;103;Gualaceo      ;28;29;29;32;22;22;19;21;6;7;10;11;948569;1037381;744796;1174733;13592040012
13592086012;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;0;0;0;53;0;0;0;33;0;0;0;20;0;0;0;0;13592086012
13592121012;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;23;21;15;16;21;19;12;14;2;2;3;2;511912;0;0;0;13592121012
13592165010;19;Zamora Chinchip;19;Zamora Chinchip;19;Zamora Chinchip;19;Zamora Chinchip;1905;Yantzaza (Yanz;1905;Yantzaza (Yanz;1905;Yantzaza (Yanz;1905;Yantzaza (Yanz;10;10;13;13;7;7;9;9;3;3;4;4;2533403;3846262;3948808;4856936;13592165010
13592653014;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;25;25;34;39;8;6;10;12;17;19;24;27;936558;1020900;1191304;1556078;13592653014
13592923011;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;6;5;5;5;4;4;4;4;2;1;1;1;0;270875;263795;223895;13592923011
13593015011;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;9;9;9;8;5;5;6;5;4;4;3;3;95530;140561;195652;184955;13593015011
13593018011;1;Azuay          ;7;El Oro         ;7;El Oro         ;7;El Oro         ;101;Cuenca        ;701;Machala       ;701;Machala       ;701;Machala       ;8;8;10;10;3;3;4;4;5;5;6;6;130535;136988;256033;234125;13593018011
13593019017;7;El Oro         ;7;El Oro         ;7;El Oro         ;7;El Oro         ;701;Machala       ;701;Machala       ;701;Machala       ;701;Machala       ;20;24;22;29;12;14;12;16;8;10;10;13;353516;395276;347812;399426;13593019017
13593549016;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;14;16;18;17;4;5;6;5;10;11;12;12;391077;552798;231487;664457;13593549016
13593747012;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;103;Gualaceo      ;103;Gualaceo      ;103;Gualaceo      ;103;Gualaceo      ;11;11;12;5;11;11;12;5;0;0;0;0;0;0;0;0;13593747012
13593832010;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;21;22;22;21;12;12;13;12;9;10;9;9;856701;897729;866820;794241;13593832010
13593846011;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;8;9;11;11;2;2;1;1;6;7;10;10;0;0;0;0;13593846011
13594001014;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;22;22;20;20;16;17;15;15;6;5;5;5;2755460;2936547;2572540;1945439;13594001014
13594134014;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;19;19;28;26;18;18;27;25;1;1;1;1;1323827;612225;676509;1058749;13594134014
13594414017;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;47;48;48;47;36;37;37;37;11;11;11;10;4255471;4136913;4178436;3398409;13594414017
13594450013;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;21;20;14;19;13;14;10;16;8;6;4;3;185342;0;0;0;13594450013
13594591016;3;Cañar         ;3;Cañar         ;3;Cañar         ;3;Cañar         ;301;Azogues       ;301;Azogues       ;301;Azogues       ;301;Azogues       ;18;13;15;13;9;7;7;6;9;6;8;7;1819283;1558740;1717975;1350283;13594591016
13594827010;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;10;11;9;13;3;2;2;3;7;9;7;10;138882;128911;107716;76421;13594827010
13595221018;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;21;19;16;13;8;7;6;4;13;12;10;9;339225;345861;289422;227526;13595221018
13595360018;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;19;20;19;20;9;10;10;11;10;10;9;9;255004;271789;273057;218458;13595360018
13595568018;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;10;9;8;6;6;6;5;4;4;3;3;2;72007;124119;220471;218708;13595568018
13595584013;-1;               ;14;Morona Santiago;14;Morona Santiago;14;Morona Santiago;-1;              ;1401;Morona        ;1401;Morona        ;1401;Morona        ;0;44;41;34;0;28;25;18;0;16;16;16;0;4937677;4703785;3726004;13595584013
13595670017;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;14;15;11;10;7;7;5;4;7;8;6;6;364556;371003;354439;301924;13595670017
13595711015;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;17;23;25;17;9;15;18;11;8;8;7;6;1183544;2112197;2846262;3307040;13595711015
13595731016;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;12;12;12;11;4;6;6;7;8;6;6;4;153492;134829;116849;111150;13595731016
13596211016;1;Azuay          ;1;Azuay          ;1;Azuay          ;1;Azuay          ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;101;Cuenca        ;1;3;6;18;0;1;3;11;1;2;3;7;89777;81961;246885;871534;13596211016
13596422017;9;Guayas         ;9;Guayas         ;9;Guayas         ;9;Guayas         ;901;Guayaquil     ;901;Guayaquil     ;901;Guayaquil     ;901;Guayaquil     ;7;75;50;43;7;53;31;28;0;22;19;15;0;12762048;11500805;7677313;13596422017
